3-2_(3√ﺫ-3√ﺫ)3√ﺫReliableRequirementTable_[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90·`100٪,0,187,386,541,943,113,0,0,90·`100٪,0,146,384,535,940,113,0,0,90·`100٪,0,0,0,498,718,0,0,0,90·`100٪,0,0,0,0,678,0,0,0,90·`100٪,0,0,0,0,0,0,0,0,90·`100٪,0,35,0,0,0,0,0,0,90·`100٪,0,0,0,0,815,227,0,0,90·`100٪,0,0,0,93,591,232,0,0,90·`100٪,0,0,0,369,591,233,0,0,90·`100٪,0,0,0,1015,707,233,0,0,90·`100٪,0,0,70,1030,1004,19,0,0,90·`100٪,0,67,393,687,956,114,0,0
φ│¼½ 2026/4,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2026/5,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2026/6,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2026/7,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2026/8,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2026/9,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2026/10,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2026/11,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2026/12,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2027/1,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2027/2,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2027/3,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ
0·`10٪,0,73,101,160,220,124,28,0,0·`10٪,0,20,95,166,435,266,97,0,0·`10٪,0,18,95,449,434,268,102,0,0·`10٪,0,122,151,449,538,324,109,0,0·`10٪,0,144,135,127,119,110,102,0,0·`10٪,0,134,128,121,114,107,100,0,0·`10٪,0,42,56,193,18,40,62,0,0·`10٪,0,36,59,193,18,21,24,0,0·`10٪,0,11,116,193,136,80,24,0,0·`10٪,0,18,19,20,22,23,24,0,0·`10٪,0,48,46,45,43,42,40,0,0·`10٪,0,85,130,175,221,18,29,0
10·`20٪,0,0,113,325,218,112,5,0,10·`20٪,0,24,271,312,315,180,5,0,10·`20٪,0,19,229,521,485,181,2,0,10·`20٪,0,71,242,524,729,401,84,0,10·`20٪,4,114,378,260,149,179,87,6,10·`20٪,0,0,166,459,525,11,0,0,10·`20٪,0,29,111,487,524,130,0,0,10·`20٪,0,0,114,162,523,52,0,0,10·`20٪,0,0,74,152,395,73,0,0,10·`20٪,0,0,76,151,227,302,0,0,10·`20٪,0,0,73,632,450,269,0,0,10·`20٪,0,58,322,340,358,330,29,0
20·`30٪,0,0,362,348,300,252,23,0,20·`30٪,0,28,712,450,195,94,8,0,20·`30٪,6,20,711,592,535,93,5,6,20·`30٪,6,20,942,887,921,448,59,17,20·`30٪,6,85,621,1004,925,447,72,19,20·`30٪,0,0,204,797,590,130,0,18,20·`30٪,0,17,167,781,547,220,0,8,20·`30٪,0,0,169,335,454,83,0,0,20·`30٪,0,0,176,269,363,65,0,0,20·`30٪,2,0,33,211,261,329,0,2,20·`30٪,14,0,527,1078,752,427,0,13,20·`30٪,0,32,515,349,495,642,28,0
30·`40٪,0,0,664,495,626,758,41,10,30·`40٪,0,31,649,588,387,186,10,8,30·`40٪,11,25,779,859,788,171,7,13,30·`40٪,11,25,1113,1226,1364,496,35,7,30·`40٪,17,56,1051,1121,1372,715,58,68,30·`40٪,0,0,911,1120,1373,250,0,65,30·`40٪,0,4,295,875,571,310,0,66,30·`40٪,13,0,719,509,385,114,0,5,30·`40٪,4,0,277,285,331,58,0,0,30·`40٪,10,0,247,271,295,357,0,17,30·`40٪,18,0,789,956,843,640,0,22,30·`40٪,0,0,666,719,772,1093,28,0
40·`50٪,13,0,575,811,1046,1263,59,24,40·`50٪,25,34,822,1027,1469,1270,13,24,40·`50٪,32,31,847,1125,1668,828,10,23,40·`50٪,32,30,1102,1421,1593,797,10,6,40·`50٪,28,0,1105,1269,1264,612,56,54,40·`50٪,16,0,1334,1341,1199,369,0,50,40·`50٪,16,0,1320,969,619,400,0,51,40·`50٪,16,0,1269,915,561,145,0,12,40·`50٪,20,0,619,459,495,50,0,0,40·`50٪,17,0,220,786,1353,680,0,31,40·`50٪,23,0,707,834,1344,853,0,31,40·`50٪,13,0,571,809,1048,1543,10,40
50·`60٪,10,0,633,1313,1789,1408,77,40,50·`60٪,13,38,996,1627,1970,1408,21,41,50·`60٪,40,36,1098,1618,1746,981,20,56,50·`60٪,32,35,1091,1616,1945,834,20,54,50·`60٪,19,0,1159,1802,1155,509,55,47,50·`60٪,17,0,1379,1562,1026,489,0,47,50·`60٪,21,0,1421,1088,789,490,0,17,50·`60٪,35,0,889,1087,669,176,0,20,50·`60٪,35,0,530,1135,659,175,0,0,50·`60٪,25,0,305,1036,1556,526,0,18,50·`60٪,28,0,625,911,1113,894,0,42,50·`60٪,11,0,634,1014,1794,1474,15,20
60·`70٪,47,0,999,1479,2320,1555,95,60,60·`70٪,47,41,988,1781,2347,1500,29,60,60·`70٪,48,41,984,1347,959,658,30,38,60·`70٪,23,40,897,1316,958,623,31,39,60·`70٪,21,0,1429,1701,946,596,53,24,60·`70٪,18,0,1424,1447,946,311,0,15,60·`70٪,26,0,1522,1330,918,707,0,15,60·`70٪,54,0,814,1465,797,218,0,31,60·`70٪,51,0,441,1022,862,217,0,61,60·`70٪,32,0,809,1285,973,661,0,5,60·`70٪,32,0,856,989,1122,934,0,52,60·`70٪,53,0,855,1260,1863,1594,21,1
70·`80٪,51,0,1316,1645,1956,1703,113,63,70·`80٪,22,0,1086,1936,1963,1591,33,63,70·`80٪,3,0,931,1075,894,288,32,26,70·`80٪,34,0,702,1245,663,178,32,39,70·`80٪,33,0,1335,1601,894,456,17,39,70·`80٪,46,0,1270,1544,866,366,0,76,70·`80٪,31,0,1334,1494,1127,925,0,76,70·`80٪,72,0,985,1473,1205,936,0,61,70·`80٪,67,0,368,1115,1064,1013,0,42,70·`80٪,69,0,627,782,925,633,0,61,70·`80٪,69,0,1334,1454,1132,627,0,63,70·`80٪,72,0,1325,1689,1808,1715,0,83
80·`90٪,39,0,850,2274,1033,908,49,39,80·`90٪,39,0,619,2285,967,755,33,40,80·`90٪,39,0,878,1038,728,74,23,40,80·`90٪,45,0,735,1116,606,72,23,150,80·`90٪,45,0,1241,1634,833,420,22,157,80·`90٪,73,0,1116,1640,1030,420,0,154,80·`90٪,36,0,1146,1657,1150,803,0,42,80·`90٪,36,0,1157,1467,1136,550,0,35,80·`90٪,18,0,294,1468,1399,665,0,24,80·`90٪,44,0,445,660,876,324,0,93,80·`90٪,44,0,443,1333,1351,303,0,69,80·`90٪,36,0,855,1962,1002,906,0,70
90·`100٪,74,0,384,1409,810,239,0,98,90·`100٪,74,0,151,1478,828,178,63,98,90·`100٪,74,0,0,1000,562,295,27,85,90·`100٪,99,0,0,987,550,289,28,116,90·`100٪,99,0,1426,1545,772,384,0,116,90·`100٪,100,0,1326,1526,425,390,0,128,90·`100٪,41,0,1326,1540,1111,681,0,9,90·`100٪,42,0,1197,989,326,163,0,9,90·`100٪,45,0,390,927,566,317,0,6,90·`100٪,19,0,396,538,679,222,0,74,90·`100٪,19,0,398,600,848,243,0,74,90·`100٪,1,0,384,1359,851,239,0,80
≈k«¤ 2026/4,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2026/5,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2026/6,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2026/7,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2026/8,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2026/9,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2026/10,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2026/11,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2026/12,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2027/1,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2027/2,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2027/3,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ
0·`10٪,0,3,5,4,4,0,0,0,0·`10٪,0,3,0,0,0,0,0,0,0·`10٪,0,2,3,3,4,4,4,0,0·`10٪,0,0,0,0,0,0,5,0,0·`10٪,0,0,0,0,0,16,8,0,0·`10٪,1,8,4,4,5,5,0,0,0·`10٪,0,12,7,2,2,1,0,0,0·`10٪,0,5,8,2,13,23,36,0,0·`10٪,0,9,8,2,14,26,23,0,0·`10٪,0,9,8,14,20,26,23,0,0·`10٪,1,5,20,2,14,26,21,0,0·`10٪,1,3,3,2,6,10,0,0
10·`20٪,0,3,1,35,35,0,0,0,10·`20٪,0,3,0,0,0,0,0,0,10·`20٪,0,3,32,23,17,12,4,0,10·`20٪,0,0,0,0,0,33,8,0,10·`20٪,0,0,0,0,0,14,1,0,10·`20٪,6,7,6,6,6,6,2,0,10·`20٪,0,0,1,11,11,11,0,0,10·`20٪,0,0,5,11,11,11,0,0,10·`20٪,0,0,6,6,12,15,0,0,10·`20٪,0,0,7,11,14,34,0,0,10·`20٪,2,0,11,7,3,29,0,1,10·`20٪,4,4,11,7,2,7,12,0
20·`30٪,0,3,13,66,67,21,2,0,20·`30٪,0,3,64,47,31,22,0,0,20·`30٪,0,3,62,44,30,20,4,0,20·`30٪,0,0,64,22,11,22,10,0,20·`30٪,0,0,0,20,16,12,7,0,20·`30٪,10,6,8,16,13,10,2,1,20·`30٪,8,0,22,2,23,22,0,7,20·`30٪,0,0,2,30,24,19,0,7,20·`30٪,0,0,5,11,11,11,0,6,20·`30٪,0,0,7,8,9,42,0,1,20·`30٪,3,0,6,28,44,32,0,1,20·`30٪,4,5,7,24,45,32,0,0
30·`40٪,0,3,15,58,90,46,1,5,30·`40٪,0,3,40,37,51,26,1,5,30·`40٪,1,3,39,19,52,28,4,4,30·`40٪,0,0,57,41,9,11,12,7,30·`40٪,0,0,10,10,9,11,12,1,30·`40٪,15,5,10,14,18,22,2,5,30·`40٪,12,0,43,39,36,32,0,5,30·`40٪,0,0,10,24,15,7,0,3,30·`40٪,0,0,3,15,23,17,0,8,30·`40٪,0,0,4,9,15,17,0,5,30·`40٪,4,0,12,64,64,9,0,4,30·`40٪,4,2,29,56,13,23,0,5
40·`50٪,4,3,16,28,41,53,4,4,40·`50٪,4,3,16,28,40,52,4,4,40·`50٪,5,4,17,19,86,62,5,6,40·`50٪,0,0,49,60,13,22,11,7,40·`50٪,0,0,7,28,38,34,11,7,40·`50٪,20,5,12,29,20,52,2,6,40·`50٪,17,0,16,15,37,82,0,9,40·`50٪,3,0,17,18,21,15,0,9,40·`50٪,3,0,1,49,36,23,0,10,40·`50٪,0,0,1,10,21,13,0,10,40·`50٪,2,0,17,108,164,0,0,10,40·`50٪,4,0,25,57,35,13,0,0
50·`60٪,2,4,11,38,28,18,8,4,50·`60٪,2,4,12,18,25,29,8,4,50·`60٪,8,0,0,58,119,63,6,1,50·`60٪,4,0,42,79,47,34,10,1,50·`60٪,0,0,25,47,67,57,10,1,50·`60٪,16,4,14,44,63,83,2,8,50·`60٪,13,0,21,25,38,133,0,9,50·`60٪,3,0,16,19,26,23,0,6,50·`60٪,1,0,14,41,33,18,0,4,50·`60٪,1,0,6,29,27,9,0,4,50·`60٪,1,0,21,27,123,0,0,11,50·`60٪,2,0,21,26,31,39,0,0
60·`70٪,6,4,6,61,76,9,8,3,60·`70٪,6,4,7,51,74,6,3,3,60·`70٪,12,0,0,97,81,55,2,3,60·`70٪,7,0,34,98,81,46,3,5,60·`70٪,0,0,43,65,128,36,6,6,60·`70٪,13,3,16,59,17,49,4,9,60·`70٪,10,0,26,63,84,105,0,10,60·`70٪,4,0,15,19,31,32,0,11,60·`70٪,8,0,8,34,31,13,0,6,60·`70٪,8,0,11,18,16,5,0,6,60·`70٪,8,0,16,19,67,0,0,12,60·`70٪,6,0,4,13,65,65,0,0
70·`80٪,11,5,45,85,125,54,0,3,70·`80٪,6,5,44,83,123,41,2,3,70·`80٪,1,0,0,0,42,20,5,3,70·`80٪,1,0,26,80,68,21,5,9,70·`80٪,1,0,61,69,31,30,2,10,70·`80٪,9,2,62,67,21,14,7,10,70·`80٪,7,0,100,74,48,77,0,10,70·`80٪,4,0,14,19,36,40,0,18,70·`80٪,11,0,2,30,28,8,0,3,70·`80٪,11,0,11,7,4,1,0,3,70·`80٪,11,0,10,11,12,0,0,14,70·`80٪,10,0,0,0,100,119,0,0
80·`90٪,10,0,0,81,130,178,0,0,80·`90٪,10,0,0,79,127,175,2,7,80·`90٪,2,0,0,0,2,0,0,6,80·`90٪,2,0,19,62,54,0,0,12,80·`90٪,1,0,36,0,0,0,0,0,80·`90٪,1,0,37,45,11,14,4,0,80·`90٪,2,0,0,0,36,49,0,0,80·`90٪,2,0,13,19,18,5,0,25,80·`90٪,13,0,7,26,26,2,0,24,80·`90٪,13,0,21,24,27,11,0,24,80·`90٪,13,0,21,0,0,0,0,15,80·`90٪,14,0,0,0,3,229,0,0
90·`100٪,0,0,0,0,3,0,0,0,90·`100٪,0,0,0,0,2,0,0,11,90·`100٪,0,0,0,0,2,0,0,10,90·`100٪,0,0,11,44,77,0,0,16,90·`100٪,0,0,11,0,0,0,0,0,90·`100٪,0,0,12,23,1,1,1,0,90·`100٪,0,0,0,0,25,21,0,0,90·`100٪,4,0,12,18,25,21,0,31,90·`100٪,4,0,12,11,30,21,0,16,90·`100٪,4,0,12,19,30,21,0,16,90·`100٪,0,0,0,0,0,0,0,16,90·`100٪,0,0,0,0,0,0,0,0
├ﺿβﺱ 2026/4,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2026/5,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2026/6,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2026/7,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2026/8,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2026/9,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2026/10,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2026/11,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2026/12,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2027/1,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2027/2,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2027/3,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ
0·`10٪,0,0,0,0,0,0,17,0,0·`10٪,0,4,7,9,12,15,18,0,0·`10٪,0,4,4,3,97,56,15,0,0·`10٪,0,12,9,6,100,61,21,0,0·`10٪,0,12,16,21,25,26,26,0,0·`10٪,0,12,30,47,90,10,30,0,0·`10٪,0,43,73,102,123,12,32,0,0·`10٪,0,35,68,102,123,12,29,0,0·`10٪,0,0,0,0,0,18,27,0,0·`10٪,0,0,0,0,0,17,27,0,0·`10٪,0,0,0,0,0,16,24,0,0·`10٪,0,0,0,0,0,16,19,0
10·`20٪,0,0,0,0,0,0,3,0,10·`20٪,0,18,57,96,104,99,19,0,10·`20٪,0,18,69,119,146,36,18,0,10·`20٪,0,13,44,75,106,38,13,0,10·`20٪,0,4,23,42,62,40,18,0,10·`20٪,0,7,4,2,29,56,18,2,10·`20٪,0,0,89,255,117,54,25,0,10·`20٪,0,0,91,104,142,54,0,0,10·`20٪,0,0,0,0,0,50,0,0,10·`20٪,0,0,0,0,0,20,0,0,10·`20٪,0,0,0,0,0,20,0,1,10·`20٪,0,0,0,0,0,20,11,5
20·`30٪,0,32,90,149,207,105,2,4,20·`30٪,0,32,108,183,196,183,21,0,20·`30٪,0,32,134,235,196,15,20,0,20·`30٪,0,21,27,86,227,15,4,0,20·`30٪,1,14,71,200,192,93,12,6,20·`30٪,2,0,7,80,52,126,12,5,20·`30٪,0,0,106,407,266,125,18,4,20·`30٪,0,0,113,107,162,57,0,5,20·`30٪,0,0,0,0,71,82,0,1,20·`30٪,0,0,0,0,72,22,0,0,20·`30٪,0,0,0,0,68,25,0,4,20·`30٪,0,7,20,32,44,24,3,6
30·`40٪,0,13,146,278,410,251,2,11,30·`40٪,0,13,76,140,203,266,23,11,30·`40٪,0,13,44,76,331,139,23,15,30·`40٪,0,29,9,35,278,86,34,0,30·`40٪,2,25,120,358,323,146,0,6,30·`40٪,2,0,10,158,76,196,8,5,30·`40٪,0,0,123,559,377,196,11,3,30·`40٪,0,0,136,109,181,60,0,9,30·`40٪,0,0,4,217,482,12,0,3,30·`40٪,0,0,0,0,119,24,0,0,30·`40٪,0,0,0,0,287,29,0,6,30·`40٪,0,9,113,194,274,254,17,7
40·`50٪,9,48,207,391,488,373,1,10,40·`50٪,0,22,184,345,507,372,25,13,40·`50٪,0,22,40,297,465,230,22,13,40·`50٪,0,37,134,231,329,33,29,7,40·`50٪,11,35,180,344,485,207,0,6,40·`50٪,11,0,13,236,99,283,5,6,40·`50٪,0,0,140,711,468,62,3,1,40·`50٪,0,0,158,111,200,62,0,10,40·`50٪,0,0,28,67,616,147,0,11,40·`50٪,0,0,0,0,167,37,0,13,40·`50٪,2,0,0,0,505,33,0,12,40·`50٪,6,11,205,356,503,374,30,12
50·`60٪,16,82,268,503,739,265,14,8,50·`60٪,0,78,266,634,1001,250,27,7,50·`60٪,0,77,213,518,824,264,20,8,50·`60٪,0,28,155,616,830,266,24,16,50·`60٪,17,46,239,329,646,269,0,16,50·`60٪,17,0,15,314,658,369,17,15,50·`60٪,5,0,156,863,559,326,0,2,50·`60٪,6,0,181,113,219,325,0,5,50·`60٪,6,0,95,138,751,431,0,5,50·`60٪,19,0,56,135,214,50,0,17,50·`60٪,19,0,112,418,723,122,0,9,50·`60٪,15,12,298,517,736,126,14,9
60·`70٪,2,7,520,556,883,265,11,28,60·`70٪,6,79,520,904,903,485,29,24,60·`70٪,3,20,676,897,850,370,19,21,60·`70٪,6,20,22,917,865,378,19,22,60·`70٪,6,56,274,491,651,381,0,21,60·`70٪,6,0,18,349,458,148,0,21,60·`70٪,9,0,173,1016,1019,190,0,3,60·`70٪,9,0,203,1014,1093,47,0,8,60·`70٪,8,0,162,1015,1152,74,0,8,60·`70٪,1,0,150,541,519,291,0,19,60·`70٪,0,0,312,598,885,15,0,28,60·`70٪,11,14,519,541,881,266,0,27
70·`80٪,18,81,420,804,1036,50,0,10,70·`80٪,20,80,420,1070,1031,401,0,19,70·`80٪,20,80,603,747,891,475,0,19,70·`80٪,17,49,214,679,905,491,0,29,70·`80٪,6,20,349,679,586,493,0,29,70·`80٪,6,0,21,353,415,0,0,35,70·`80٪,12,0,190,209,1351,219,0,32,70·`80٪,12,0,226,818,1410,25,0,32,70·`80٪,0,0,230,409,1293,38,0,35,70·`80٪,0,0,244,946,749,245,0,35,70·`80٪,0,0,241,913,758,0,0,34,70·`80٪,7,0,739,923,977,46,0,13
80·`90٪,4,42,530,1239,404,222,0,16,80·`90٪,4,45,531,1237,743,317,0,13,80·`90٪,8,9,529,505,570,257,0,18,80·`90٪,3,40,538,540,301,301,0,36,80·`90٪,0,54,337,412,275,302,0,35,80·`90٪,0,0,23,90,275,0,0,30,80·`90٪,15,0,0,115,305,0,0,21,80·`90٪,14,0,65,639,988,2,0,21,80·`90٪,0,0,66,277,919,2,0,34,80·`90٪,0,0,69,695,646,4,0,34,80·`90٪,0,0,232,501,593,0,0,30,80·`90٪,0,0,541,1597,432,220,0,15
90·`100٪,0,3,72,140,208,394,0,1,90·`100٪,14,9,33,451,455,459,0,13,90·`100٪,6,6,232,459,249,38,0,13,90·`100٪,0,6,216,426,269,112,0,24,90·`100٪,0,0,0,198,61,111,0,23,90·`100٪,0,0,0,198,59,0,0,23,90·`100٪,17,0,0,0,0,0,0,34,90·`100٪,17,0,0,459,567,0,0,2,90·`100٪,0,0,114,446,544,0,0,16,90·`100٪,0,0,115,444,543,0,0,34,90·`100٪,0,0,0,446,323,0,0,8,90·`100٪,0,0,0,505,417,394,0,8
