3-2_(3√ﺫ-3√ﺫ)3√ﺫRequirementTable_[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80·`90٪,0,0,0,3124,2603,2082,0,0,80·`90٪,0,0,0,0,0,1031,59,0,80·`90٪,0,39,240,988,704,420,82,0,80·`90٪,0,30,50,985,716,446,62,0,80·`90٪,0,47,910,2626,2367,2109,61,0,80·`90٪,0,25,762,3171,2647,2123,0,0,80·`90٪,0,0,726,3174,2020,852,0,0,80·`90٪,0,0,724,3719,1677,59,0,0,80·`90٪,0,0,363,506,648,60,0,0,80·`90٪,0,0,1022,891,641,60,0,0,80·`90٪,0,0,0,3115,2496,1876,0,0,80·`90٪,0,5,1573,3142,2614,2086,0,0
90·`100٪,0,0,0,0,0,771,0,0,90·`100٪,0,0,0,0,0,766,0,0,90·`100٪,0,53,259,464,255,46,0,0,90·`100٪,0,52,8,410,216,22,0,0,90·`100٪,0,48,106,164,222,21,0,0,90·`100٪,0,67,639,1210,309,125,0,0,90·`100٪,0,0,0,1181,192,0,0,0,90·`100٪,0,0,453,1781,294,29,0,0,90·`100٪,0,0,708,621,293,30,0,0,90·`100٪,0,0,1222,1090,292,30,0,0,90·`100٪,0,0,0,68,41,13,0,0,90·`100٪,0,0,0,0,0,776,0,0
φ│¼½ 2026/4,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2026/5,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2026/6,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2026/7,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2026/8,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2026/9,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2026/10,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2026/11,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2026/12,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2027/1,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2027/2,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│¼½ 2027/3,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ
0·`10٪,0,17,16,15,15,14,13,0,0·`10٪,0,0,0,0,0,0,11,0,0·`10٪,0,12,13,15,16,18,19,0,0·`10٪,0,12,12,13,13,14,14,0,0·`10٪,0,106,120,133,146,159,173,0,0·`10٪,0,97,112,126,141,156,171,0,0·`10٪,0,96,113,129,146,163,179,0,0·`10٪,0,0,0,0,0,0,0,0,0·`10٪,0,0,0,0,0,0,0,0,0·`10٪,0,0,0,0,0,0,9,0,0·`10٪,0,26,23,20,17,14,11,0,0·`10٪,0,18,17,16,16,15,14,0
10·`20٪,0,22,21,42,63,83,11,0,10·`20٪,0,0,0,0,0,86,0,0,10·`20٪,0,0,65,117,148,179,21,0,10·`20٪,0,0,227,81,30,14,17,0,10·`20٪,0,0,277,255,233,161,155,7,10·`20٪,0,17,225,255,286,136,0,0,10·`20٪,0,36,168,215,269,140,0,0,10·`20٪,0,0,0,0,0,0,0,0,10·`20٪,0,0,0,0,0,0,0,0,10·`20٪,0,0,0,0,0,135,0,0,10·`20٪,0,0,12,550,326,102,0,0,10·`20٪,0,0,195,258,176,94,15,0
20·`30٪,0,28,180,167,290,128,9,0,20·`30٪,0,0,185,240,295,131,0,0,20·`30٪,10,0,116,218,280,341,22,0,20·`30٪,0,0,441,149,48,15,19,0,20·`30٪,0,0,435,377,320,163,138,2,20·`30٪,0,26,338,384,430,115,0,1,20·`30٪,0,70,223,300,392,118,0,19,20·`30٪,0,0,81,0,0,0,0,9,20·`30٪,0,0,87,0,0,0,0,9,20·`30٪,0,0,88,16,83,151,0,0,20·`30٪,0,0,149,1398,748,219,0,0,20·`30٪,0,0,373,669,596,522,15,0
30·`40٪,0,0,479,786,1094,244,7,0,30·`40٪,0,0,282,320,766,529,0,0,30·`40٪,20,0,167,320,726,503,24,0,30·`40٪,11,0,656,217,65,16,21,0,30·`40٪,0,0,592,500,407,165,120,7,30·`40٪,5,36,451,513,574,291,0,4,30·`40٪,5,103,278,385,515,293,0,4,30·`40٪,19,0,278,582,327,78,0,7,30·`40٪,0,0,214,584,276,0,0,0,30·`40٪,0,0,177,639,1100,166,0,0,30·`40٪,0,0,609,1555,1342,336,0,0,30·`40٪,0,0,486,712,1249,691,15,0
40·`50٪,0,0,496,1762,1898,951,4,0,40·`50٪,18,0,379,808,1237,927,0,7,40·`50٪,27,0,407,722,1442,664,26,7,40·`50٪,27,0,757,480,82,17,23,11,40·`50٪,32,0,766,798,831,167,103,34,40·`50٪,13,46,1148,830,825,467,0,31,40·`50٪,13,136,1144,1017,890,468,0,31,40·`50٪,13,0,1094,784,676,123,0,5,40·`50٪,0,0,677,761,845,115,0,0,40·`50٪,0,0,610,1211,1811,182,0,0,40·`50٪,0,0,624,1711,2273,591,0,0,40·`50٪,0,0,497,754,1903,860,16,0
50·`60٪,20,0,709,2737,2140,1308,43,0,50·`60٪,22,0,655,813,1347,1325,0,6,50·`60٪,27,0,647,816,1402,826,27,19,50·`60٪,38,0,858,742,813,884,25,22,50·`60٪,21,0,939,1312,1098,169,85,15,50·`60٪,25,0,1283,1077,958,839,0,22,50·`60٪,31,1,1321,1219,1029,840,0,22,50·`60٪,0,0,1175,1220,1125,961,0,24,50·`60٪,0,0,971,1635,1021,511,0,0,50·`60٪,0,0,752,1262,1565,1005,0,0,50·`60٪,21,0,700,2446,2147,847,0,0,50·`60٪,22,0,711,2446,2146,1383,16,0
60·`70٪,52,0,855,2485,2317,1238,37,4,60·`70٪,27,0,1490,1474,1605,1736,0,4,60·`70٪,28,0,1485,1350,1362,1332,29,0,60·`70٪,0,0,1501,1701,1364,1303,28,23,60·`70٪,34,0,1436,1400,1365,1002,68,54,60·`70٪,37,0,1418,1451,996,654,0,61,60·`70٪,49,0,1499,1357,1216,1006,0,15,60·`70٪,0,0,1257,1603,1220,1068,0,0,60·`70٪,0,0,1322,1615,1576,0,0,0,60·`70٪,0,0,678,1314,1447,915,0,0,60·`70٪,21,0,589,2250,1476,1038,0,0,60·`70٪,42,0,876,2367,2246,1429,17,0
70·`80٪,33,0,1001,2363,2493,1468,30,12,70·`80٪,26,0,1507,1558,2504,1362,0,0,70·`80٪,7,0,803,1556,1469,1309,30,0,70·`80٪,0,0,841,1743,1675,1297,30,24,70·`80٪,47,0,1076,2017,1664,1146,50,92,70·`80٪,49,0,1297,1825,1082,469,0,101,70·`80٪,67,0,1289,1420,1296,1172,0,9,70·`80٪,0,0,1448,1546,1360,1174,0,0,70·`80٪,0,0,28,981,868,0,0,0,70·`80٪,0,0,604,1833,1329,825,0,0,70·`80٪,24,0,711,2054,1422,790,0,0,70·`80٪,27,0,1041,2288,2346,1476,17,4
80·`90٪,0,0,1522,2240,1543,1129,24,20,80·`90٪,0,0,1524,2255,1478,1091,0,0,80·`90٪,0,0,530,1865,1576,1287,32,0,80·`90٪,0,0,775,2682,1986,1291,32,25,80·`90٪,59,0,715,2634,1962,1290,33,131,80·`90٪,61,0,697,2636,1167,0,0,141,80·`90٪,85,0,116,1483,1153,0,0,97,80·`90٪,0,0,0,1489,1150,0,0,0,80·`90٪,0,0,0,346,161,0,0,0,80·`90٪,0,0,833,634,435,0,0,0,80·`90٪,0,0,833,724,614,0,0,0,80·`90٪,0,0,1513,2198,1519,1125,18,18
90·`100٪,0,0,0,2131,1427,722,18,27,90·`100٪,0,0,214,2136,1253,369,0,0,90·`100٪,0,0,217,624,630,636,0,0,90·`100٪,0,0,218,2569,1594,619,0,26,90·`100٪,72,0,305,2603,1658,714,0,169,90·`100٪,72,0,0,2607,0,0,0,180,90·`100٪,103,0,0,0,0,0,0,184,90·`100٪,0,0,0,0,0,0,0,0,90·`100٪,0,0,0,0,0,0,0,0,90·`100٪,0,0,0,0,0,0,0,0,90·`100٪,0,0,0,377,0,0,0,26,90·`100٪,0,0,0,2108,1059,539,18,31
≈k«¤ 2026/4,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2026/5,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2026/6,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2026/7,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2026/8,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2026/9,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2026/10,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2026/11,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2026/12,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2027/1,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2027/2,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,≈k«¤ 2027/3,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ
0·`10٪,0,3,5,6,8,0,0,0,0·`10٪,0,0,0,0,0,0,0,0,0·`10٪,0,0,0,0,0,0,3,0,0·`10٪,0,22,18,14,11,7,3,0,0·`10٪,0,21,21,21,20,20,19,0,0·`10٪,0,29,27,24,22,19,12,0,0·`10٪,0,17,17,17,17,17,0,0,0·`10٪,0,0,0,0,0,29,30,0,0·`10٪,0,3,1,7,13,18,15,0,0·`10٪,0,3,1,7,13,19,15,0,0·`10٪,0,12,18,16,13,10,7,0,0·`10٪,0,0,0,0,0,0,0,0
10·`20٪,0,9,30,50,24,0,0,0,10·`20٪,0,9,29,49,0,0,0,0,10·`20٪,0,0,0,0,0,0,5,0,10·`20٪,0,27,21,17,9,7,3,0,10·`20٪,0,27,22,17,12,7,3,0,10·`20٪,3,29,26,23,20,16,12,0,10·`20٪,0,13,23,15,17,5,0,0,10·`20٪,0,0,0,0,0,5,0,0,10·`20٪,0,0,5,16,18,20,0,0,10·`20٪,0,0,5,10,12,14,0,0,10·`20٪,0,0,4,32,21,14,0,2,10·`20٪,3,1,2,2,3,3,4,0
20·`30٪,0,9,43,73,40,21,2,0,20·`30٪,0,9,25,73,44,15,0,0,20·`30٪,0,0,0,0,0,0,8,0,20·`30٪,0,22,23,20,6,7,3,0,20·`30٪,0,18,42,19,8,8,13,0,20·`30٪,3,26,44,55,23,16,13,1,20·`30٪,0,9,28,13,17,14,0,0,20·`30٪,0,0,0,0,0,23,0,0,20·`30٪,0,0,9,25,24,23,0,0,20·`30٪,0,0,9,13,11,9,0,0,20·`30٪,0,0,11,49,30,18,0,2,20·`30٪,2,0,40,98,65,38,0,0
30·`40٪,1,9,56,74,118,82,3,2,30·`40٪,1,9,20,73,138,81,0,6,30·`40٪,1,0,0,0,49,4,10,3,30·`40٪,0,18,26,22,4,7,2,3,30·`40٪,0,10,63,20,4,8,2,4,30·`40٪,3,23,62,88,60,33,12,1,30·`40٪,0,27,34,52,17,23,0,0,30·`40٪,0,0,0,44,26,27,0,0,30·`40٪,0,0,13,34,29,25,0,0,30·`40٪,0,0,13,16,10,5,0,0,30·`40٪,1,0,18,66,38,22,0,3,30·`40٪,1,0,79,128,100,72,0,2
40·`50٪,1,10,69,128,107,87,4,3,40·`50٪,1,9,65,126,105,85,0,5,40·`50٪,1,9,15,18,83,23,13,9,40·`50٪,0,13,29,147,51,24,9,10,40·`50٪,0,0,17,147,50,20,9,4,40·`50٪,4,0,46,154,69,50,12,8,40·`50٪,0,1,6,91,61,30,0,0,40·`50٪,0,0,1,47,35,32,0,0,40·`50٪,0,0,17,28,35,28,0,4,40·`50٪,0,0,17,40,23,5,0,4,40·`50٪,2,0,29,74,56,5,0,4,40·`50٪,1,0,117,147,108,70,0,3
50·`60٪,1,5,113,87,60,63,5,3,50·`60٪,1,7,111,85,79,74,25,4,50·`60٪,1,6,83,100,116,92,15,10,50·`60٪,4,9,32,176,136,96,16,4,50·`60٪,4,0,33,176,135,95,16,3,50·`60٪,4,0,30,181,124,68,11,15,50·`60٪,4,1,45,50,96,37,0,5,50·`60٪,0,0,45,51,43,36,0,7,50·`60٪,0,0,0,38,23,1,0,4,50·`60٪,0,0,16,45,23,2,0,4,50·`60٪,3,0,41,90,74,10,0,4,50·`60٪,1,0,156,129,17,0,0,3
60·`70٪,1,1,96,102,73,81,5,3,60·`70٪,1,4,117,101,85,98,6,3,60·`70٪,0,4,70,113,98,126,14,12,60·`70٪,12,4,72,164,137,110,15,16,60·`70٪,19,0,48,78,109,78,22,16,60·`70٪,11,0,79,96,113,61,2,16,60·`70٪,10,3,12,72,132,27,0,6,60·`70٪,10,0,13,63,113,38,0,7,60·`70٪,0,0,0,33,46,5,0,2,60·`70٪,0,0,16,98,25,5,0,2,60·`70٪,4,0,53,106,135,86,0,3,60·`70٪,1,0,96,111,15,0,0,3
70·`80٪,2,1,80,116,108,99,5,13,70·`80٪,0,1,102,130,126,122,6,13,70·`80٪,0,3,102,127,97,119,14,13,70·`80٪,20,0,140,151,137,124,14,11,70·`80٪,7,0,0,58,88,62,10,11,70·`80٪,15,0,40,91,101,54,7,11,70·`80٪,15,5,27,91,123,61,0,4,70·`80٪,6,0,0,48,58,39,0,10,70·`80٪,5,0,0,47,69,9,0,3,70·`80٪,5,0,15,152,90,9,0,3,70·`80٪,5,0,65,162,259,162,0,3,70·`80٪,1,0,80,138,13,0,0,10
80·`90٪,0,2,43,209,131,64,5,10,80·`90٪,0,1,77,81,100,82,5,11,80·`90٪,0,3,77,85,57,90,17,15,80·`90٪,28,0,0,91,99,186,18,12,80·`90٪,28,0,0,37,68,99,18,2,80·`90٪,28,0,1,87,90,32,4,2,80·`90٪,12,0,21,110,108,0,0,0,80·`90٪,1,0,0,3,31,30,0,9,80·`90٪,5,0,0,42,45,42,0,8,80·`90٪,5,0,14,142,92,42,0,8,80·`90٪,5,0,129,221,153,85,0,1,80·`90٪,2,0,64,219,0,0,0,4
90·`100٪,0,2,52,44,36,28,9,7,90·`100٪,0,2,51,35,20,5,8,8,90·`100٪,0,2,51,43,35,27,0,16,90·`100٪,3,0,0,32,61,30,0,26,90·`100٪,26,0,0,31,64,34,0,19,90·`100٪,26,0,0,0,0,12,1,1,90·`100٪,26,0,0,112,0,0,0,0,90·`100٪,0,0,0,0,4,21,0,17,90·`100٪,0,0,0,37,22,6,0,0,90·`100٪,0,0,14,11,9,6,0,0,90·`100٪,0,0,0,32,4,0,0,4,90·`100٪,0,0,0,0,0,0,0,7
├ﺿβﺱ 2026/4,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2026/5,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2026/6,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2026/7,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2026/8,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2026/9,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2026/10,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2026/11,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2026/12,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2027/1,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2027/2,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,├ﺿβﺱ 2027/3,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ
0·`10٪,0,0,0,0,0,0,9,0,0·`10٪,0,0,0,0,0,0,10,0,0·`10٪,0,8,10,13,15,18,21,0,0·`10٪,0,0,0,0,0,0,18,0,0·`10٪,0,0,0,0,0,0,22,0,0·`10٪,0,0,0,0,0,35,35,0,0·`10٪,0,8,14,19,25,30,37,0,0·`10٪,0,0,0,0,0,29,34,0,0·`10٪,0,0,0,0,0,16,21,0,0·`10٪,0,0,0,0,0,48,36,0,0·`10٪,0,0,0,0,0,49,32,0,0·`10٪,0,0,0,0,0,50,29,0
10·`20٪,0,0,0,0,0,0,7,0,10·`20٪,0,0,0,0,0,0,7,0,10·`20٪,0,8,9,10,11,12,13,0,10·`20٪,0,13,32,51,69,43,17,0,10·`20٪,0,17,16,15,15,14,14,0,10·`20٪,0,0,0,0,0,125,27,0,10·`20٪,0,0,21,37,52,121,19,0,10·`20٪,0,0,0,0,0,120,0,0,10·`20٪,0,0,0,0,0,32,0,2,10·`20٪,0,0,0,0,0,35,0,2,10·`20٪,0,0,0,0,0,36,0,2,10·`20٪,0,0,0,0,0,149,23,5
20·`30٪,0,0,0,0,221,269,5,3,20·`30٪,0,0,0,0,218,270,5,0,20·`30٪,0,8,7,7,6,161,5,0,20·`30٪,0,6,103,200,297,157,17,0,20·`30٪,0,5,118,90,62,33,5,6,20·`30٪,0,0,0,0,0,215,19,4,20·`30٪,0,0,28,54,79,211,1,8,20·`30٪,0,0,0,0,0,211,0,6,20·`30٪,0,0,0,0,377,48,0,2,20·`30٪,0,0,0,0,222,216,0,2,20·`30٪,0,0,0,0,0,23,0,6,20·`30٪,0,0,0,0,346,249,18,4
30·`40٪,0,12,77,262,566,12,9,5,30·`40٪,0,12,87,162,237,312,0,5,30·`40٪,0,12,31,124,217,310,6,8,30·`40٪,0,19,197,272,347,422,16,0,30·`40٪,2,5,308,600,611,181,18,6,30·`40٪,2,0,0,0,0,305,12,4,30·`40٪,0,0,36,71,107,302,0,2,30·`40٪,0,0,0,0,0,301,0,11,30·`40٪,0,0,0,399,482,103,0,5,30·`40٪,0,0,0,557,477,397,0,2,30·`40٪,0,0,372,477,582,133,0,9,30·`40٪,0,0,222,261,568,132,12,2
40·`50٪,0,1,212,877,571,135,13,16,40·`50٪,0,18,230,873,505,340,0,15,40·`50٪,0,18,227,725,632,539,6,6,40·`50٪,0,32,415,740,560,521,14,0,40·`50٪,7,5,354,749,441,404,17,6,40·`50٪,7,8,43,94,219,344,4,5,40·`50٪,0,0,43,89,134,400,0,1,40·`50٪,0,0,0,0,130,400,0,17,40·`50٪,0,0,0,467,355,108,0,17,40·`50٪,0,0,58,607,639,377,0,13,40·`50٪,0,0,187,627,585,75,0,13,40·`50٪,0,0,261,882,586,135,6,13
50·`60٪,0,5,271,928,801,484,18,9,50·`60٪,0,37,618,921,1037,472,0,10,50·`60٪,0,37,617,722,828,607,7,5,50·`60٪,0,44,632,734,836,621,12,8,50·`60٪,6,4,400,899,637,627,13,5,50·`60٪,5,0,181,317,275,383,0,5,50·`60٪,2,0,182,321,278,499,0,8,50·`60٪,2,0,0,442,456,498,0,17,50·`60٪,0,0,152,535,432,76,0,17,50·`60٪,3,0,86,348,784,458,0,19,50·`60٪,2,0,301,629,590,167,0,9,50·`60٪,0,0,299,965,804,499,0,9
60·`70٪,1,10,147,1424,1374,814,0,8,60·`70٪,5,57,499,1401,1530,802,0,17,60·`70٪,12,57,503,740,954,397,8,22,60·`70٪,8,57,646,680,969,404,10,19,60·`70٪,7,4,427,1238,935,396,9,10,60·`70٪,5,0,319,1207,798,362,0,8,60·`70٪,2,0,320,1205,803,539,0,4,60·`70٪,0,0,167,982,874,406,0,21,60·`70٪,0,0,311,552,509,9,0,20,60·`70٪,2,0,48,273,899,457,0,21,60·`70٪,2,0,415,693,755,641,0,13,60·`70٪,2,1,495,1231,1380,818,0,12
70·`80٪,6,8,381,1348,1521,895,0,22,70·`80٪,3,7,381,1418,1346,889,0,22,70·`80٪,11,7,356,903,1185,443,0,23,70·`80٪,8,10,281,811,1205,449,0,25,70·`80٪,8,3,347,1156,1204,451,0,25,70·`80٪,0,0,453,511,997,341,0,17,70·`80٪,3,0,447,512,998,579,0,27,70·`80٪,0,0,161,757,1056,314,0,27,70·`80٪,4,0,163,433,264,17,0,26,70·`80٪,2,0,10,529,890,582,0,37,70·`80٪,3,0,269,493,872,601,0,36,70·`80٪,0,2,691,1317,1542,898,0,40
80·`90٪,9,6,603,1179,1669,975,0,28,80·`90٪,9,0,498,797,1496,975,0,30,80·`90٪,13,0,498,825,1237,1270,0,28,80·`90٪,0,7,254,1202,1269,1434,0,32,80·`90٪,0,3,87,1074,1560,1432,0,31,80·`90٪,0,0,163,505,898,529,0,22,80·`90٪,3,0,296,501,929,507,0,29,80·`90٪,0,0,396,533,443,0,0,28,80·`90٪,19,0,395,313,232,0,0,30,80·`90٪,2,0,42,326,882,707,0,9,80·`90٪,2,0,129,679,988,560,0,0,80·`90٪,0,3,567,1099,1703,977,0,27
