3-2_(3√ﺫ-3√ﺫ)3√ﺫRequirementTable_[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90·`100٪,0,3,62,1010,1107,461,0,0,90·`100٪,10,0,119,451,431,364,0,22,90·`100٪,15,0,45,448,427,363,0,22,90·`100٪,0,0,13,163,428,0,0,19,90·`100٪,0,0,0,591,925,301,0,19,90·`100٪,0,0,0,592,920,301,0,16,90·`100٪,3,0,0,706,920,356,0,35,90·`100٪,0,0,0,0,0,0,0,13,90·`100٪,15,0,99,150,201,0,0,10,90·`100٪,17,0,100,123,282,0,0,3,90·`100٪,0,0,0,816,1076,458,0,0,90·`100٪,0,3,443,882,1167,459,0,0
φ│┌∞ 2026/4,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│┌∞ 2026/5,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│┌∞ 2026/6,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│┌∞ 2026/7,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│┌∞ 2026/8,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│┌∞ 2026/9,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│┌∞ 2026/10,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│┌∞ 2026/11,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│┌∞ 2026/12,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│┌∞ 2027/1,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│┌∞ 2027/2,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,φ│┌∞ 2027/3,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ
0·`10٪,0,0,0,0,0,0,0,0,0·`10٪,0,13,12,11,10,9,7,0,0·`10٪,0,8,10,13,16,19,22,0,0·`10٪,0,6,10,13,17,20,24,0,0·`10٪,0,26,25,23,22,20,19,0,0·`10٪,0,2,3,3,4,4,5,0,0·`10٪,0,0,0,0,0,0,0,0,0·`10٪,0,0,0,0,0,0,11,0,0·`10٪,0,1,2,4,5,7,9,0,0·`10٪,0,16,14,11,8,6,3,0,0·`10٪,0,13,12,12,11,10,9,0,0·`10٪,0,13,0,0,0,0,0,0
10·`20٪,0,0,0,46,44,42,0,0,10·`20٪,0,0,32,46,64,82,5,0,10·`20٪,0,0,32,45,131,178,23,0,10·`20٪,0,0,28,43,137,178,32,0,10·`20٪,0,23,68,59,94,134,0,0,10·`20٪,0,0,52,97,115,85,8,0,10·`20٪,0,0,0,0,0,74,0,0,10·`20٪,0,0,0,0,0,41,0,0,10·`20٪,0,0,58,52,46,13,0,0,10·`20٪,0,0,17,153,97,34,0,0,10·`20٪,0,0,100,108,99,53,0,0,10·`20٪,0,12,106,201,109,18,0,0
20·`30٪,0,0,0,85,326,89,2,0,20·`30٪,0,0,52,194,335,263,2,0,20·`30٪,0,0,53,76,247,337,24,0,20·`30٪,0,0,46,73,258,336,41,0,20·`30٪,0,20,112,94,166,248,0,4,20·`30٪,0,0,100,190,294,215,12,4,20·`30٪,0,0,0,0,289,137,0,4,20·`30٪,0,0,0,0,289,136,0,0,20·`30٪,0,0,113,100,86,18,0,0,20·`30٪,0,0,20,295,185,63,0,0,20·`30٪,0,0,187,204,186,97,0,0,20·`30٪,0,11,92,260,138,53,3,0
30·`40٪,0,0,0,125,608,192,57,3,30·`40٪,0,0,73,328,606,443,26,4,30·`40٪,0,0,74,107,362,496,26,4,30·`40٪,0,0,64,103,378,494,49,10,30·`40٪,2,18,155,197,239,362,0,10,30·`40٪,5,0,149,284,590,277,15,3,30·`40٪,5,0,0,351,588,273,0,7,30·`40٪,2,0,0,349,689,209,0,0,30·`40٪,0,0,56,205,288,170,0,0,30·`40٪,2,0,23,437,347,258,0,0,30·`40٪,2,0,275,300,226,245,0,12,30·`40٪,7,10,165,320,429,188,15,13
40·`50٪,13,0,0,462,657,533,85,6,40·`50٪,0,0,93,462,592,492,34,10,40·`50٪,0,0,95,579,883,517,3,3,40·`50٪,0,0,82,571,887,468,58,7,40·`50٪,1,15,199,319,1093,422,0,15,40·`50٪,2,0,198,587,778,368,19,15,40·`50٪,2,0,199,587,704,349,0,10,40·`50٪,15,0,41,797,704,230,0,1,40·`50٪,16,0,80,681,507,164,0,5,40·`50٪,5,0,26,508,462,311,0,5,40·`50٪,5,0,362,401,602,527,0,14,40·`50٪,5,9,238,467,452,525,30,9
50·`60٪,10,0,398,506,707,704,54,4,50·`60٪,0,0,502,718,682,542,20,3,50·`60٪,15,0,566,837,929,537,39,8,50·`60٪,31,0,565,576,879,442,67,22,50·`60٪,22,12,371,578,910,486,0,6,50·`60٪,8,0,321,778,910,648,22,3,50·`60٪,6,0,321,723,796,426,0,3,50·`60٪,11,0,254,665,807,250,0,8,50·`60٪,13,0,104,606,727,174,0,8,50·`60٪,13,0,30,579,577,299,0,12,50·`60٪,14,0,449,503,525,183,0,5,50·`60٪,1,8,444,499,703,687,44,5
60·`70٪,8,21,371,726,800,875,23,6,60·`70٪,3,0,438,1089,933,776,76,6,60·`70٪,25,0,482,1095,975,334,75,14,60·`70٪,33,0,629,1152,945,473,75,18,60·`70٪,33,9,430,682,874,498,0,1,60·`70٪,8,0,347,756,917,769,26,1,60·`70٪,10,0,240,709,810,341,0,1,60·`70٪,8,0,192,534,780,210,0,12,60·`70٪,4,0,74,532,613,212,0,9,60·`70٪,4,0,86,436,557,352,0,12,60·`70٪,1,0,295,334,449,88,0,7,60·`70٪,3,8,651,835,842,848,58,0
70·`80٪,5,0,410,936,856,594,88,7,70·`80٪,6,0,373,1119,923,614,36,7,70·`80٪,0,0,509,1262,929,252,14,7,70·`80٪,24,0,508,1446,1011,488,49,26,70·`80٪,25,0,357,786,952,509,0,26,70·`80٪,8,0,372,733,925,890,29,0,70·`80٪,15,0,160,660,828,267,0,29,70·`80٪,13,0,130,533,857,160,0,19,70·`80٪,4,0,44,591,468,15,0,10,70·`80٪,4,0,19,381,623,406,0,12,70·`80٪,4,0,140,293,508,147,0,10,70·`80٪,5,8,436,527,909,696,32,0
80·`90٪,2,0,450,1145,912,452,9,7,80·`90٪,8,0,448,1149,914,451,39,7,80·`90٪,0,0,535,1429,883,170,28,16,80·`90٪,14,0,387,875,1150,947,23,20,80·`90٪,16,0,385,708,1030,929,0,20,80·`90٪,9,0,381,683,1065,1198,0,0,80·`90٪,7,0,38,611,846,193,0,28,80·`90٪,0,0,16,449,934,110,0,28,80·`90٪,0,0,14,650,323,0,0,12,80·`90٪,7,0,27,326,689,681,0,12,80·`90٪,7,0,79,360,689,679,0,12,80·`90٪,7,8,222,504,976,669,19,0
90·`100٪,0,0,0,661,732,106,0,7,90·`100٪,0,0,0,661,732,0,0,7,90·`100٪,0,0,130,941,829,210,0,34,90·`100٪,5,0,134,140,1355,213,0,28,90·`100٪,8,0,140,630,1240,212,0,28,90·`100٪,9,0,0,634,1237,33,0,0,90·`100٪,7,0,0,632,1036,21,0,0,90·`100٪,0,0,0,87,1215,0,0,13,90·`100٪,0,0,66,81,72,0,0,0,90·`100٪,10,0,35,76,136,0,0,0,90·`100٪,10,0,17,349,670,113,0,0,90·`100٪,10,7,126,244,480,98,0,0
└l┌∞ 2026/4,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,└l┌∞ 2026/5,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,└l┌∞ 2026/6,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,└l┌∞ 2026/7,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,└l┌∞ 2026/8,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,└l┌∞ 2026/9,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,└l┌∞ 2026/10,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,└l┌∞ 2026/11,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,└l┌∞ 2026/12,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,└l┌∞ 2027/1,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,└l┌∞ 2027/2,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,└l┌∞ 2027/3,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ
0·`10٪,0,15,17,18,20,22,23,0,0·`10٪,0,18,17,16,15,14,13,0,0·`10٪,0,8,7,7,6,5,4,0,0·`10٪,0,21,27,34,40,47,53,0,0·`10٪,0,16,21,26,31,36,41,0,0·`10٪,0,20,13,19,25,31,42,0,0·`10٪,3,22,2,1,1,1,20,0,0·`10٪,0,14,20,14,7,1,18,0,0·`10٪,0,22,25,25,25,25,22,0,0·`10٪,0,18,26,32,38,43,21,0,0·`10٪,0,14,27,35,42,49,23,0,0·`10٪,0,15,15,15,16,16,16,0
10·`20٪,0,18,64,70,114,44,23,4,10·`20٪,0,15,64,69,99,60,20,0,10·`20٪,0,7,92,101,68,50,18,5,10·`20٪,0,12,91,53,29,35,41,3,10·`20٪,0,12,11,50,63,75,43,3,10·`20٪,0,19,68,117,94,70,43,0,10·`20٪,6,0,5,61,16,26,31,0,10·`20٪,0,0,18,67,19,11,0,0,10·`20٪,0,0,21,43,44,61,0,3,10·`20٪,4,0,8,47,43,47,0,2,10·`20٪,0,0,100,103,86,69,27,15,10·`20٪,0,21,47,100,113,29,21,4
20·`30٪,15,20,112,122,209,67,26,13,20·`30٪,2,11,111,122,182,117,51,1,20·`30٪,0,6,176,195,131,95,60,1,20·`30٪,0,9,155,73,35,80,68,5,20·`30٪,0,7,32,74,94,114,31,6,20·`30٪,0,16,131,215,163,110,31,13,20·`30٪,8,0,9,121,104,87,31,13,20·`30٪,7,0,15,120,104,87,0,14,20·`30٪,5,0,43,61,64,57,0,13,20·`30٪,15,0,9,61,49,51,0,20,20·`30٪,16,0,173,172,130,88,31,17,20·`30٪,16,27,78,185,210,42,26,13
30·`40٪,17,9,214,230,277,226,46,21,30·`40٪,15,6,197,220,244,126,42,6,30·`40٪,0,6,176,292,209,126,24,7,30·`40٪,9,7,212,298,211,124,34,7,30·`40٪,0,2,246,394,327,260,43,8,30·`40٪,0,12,245,415,352,289,49,15,30·`40٪,17,0,12,180,169,149,8,27,30·`40٪,26,0,12,173,161,149,0,15,30·`40٪,26,0,65,88,83,83,0,20,30·`40٪,18,0,34,121,88,56,0,20,30·`40٪,16,0,132,196,195,108,34,19,30·`40٪,21,21,199,225,250,305,63,22
40·`50٪,37,15,317,403,343,315,48,30,40·`50٪,25,1,284,307,305,303,23,8,40·`50٪,16,14,195,359,384,396,55,11,40·`50٪,2,14,216,364,384,403,62,14,40·`50٪,42,13,233,411,440,398,53,34,40·`50٪,32,9,130,447,408,314,34,34,40·`50٪,33,0,126,226,275,271,35,34,40·`50٪,24,0,21,218,277,320,0,21,40·`50٪,24,0,113,367,321,109,0,19,40·`50٪,19,0,61,221,192,163,0,19,40·`50٪,36,0,137,221,260,176,34,22,40·`50٪,36,14,321,334,341,314,51,31
50·`60٪,13,20,339,540,542,356,49,38,50·`60٪,9,15,322,442,536,363,55,9,50·`60٪,7,22,214,426,560,485,86,14,50·`60٪,4,21,220,430,556,488,89,17,50·`60٪,26,24,220,429,557,408,90,54,50·`60٪,29,6,120,479,463,295,10,51,50·`60٪,23,0,101,273,311,308,10,33,50·`60٪,14,0,21,262,312,331,0,8,50·`60٪,14,0,95,271,291,155,0,8,50·`60٪,20,0,31,223,369,310,0,9,50·`60٪,23,0,141,476,358,308,24,25,50·`60٪,17,8,301,480,560,357,15,40
60·`70٪,24,4,360,609,639,395,69,24,60·`70٪,21,30,360,605,637,410,75,19,60·`70٪,19,30,361,602,699,426,74,17,60·`70٪,7,17,197,607,698,428,76,21,60·`70٪,9,0,210,607,571,395,45,13,60·`70٪,8,10,150,627,545,265,18,30,60·`70٪,8,0,75,392,368,345,14,27,60·`70٪,1,0,75,394,368,343,0,14,60·`70٪,16,0,77,229,215,201,0,1,60·`70٪,20,0,1,173,394,194,0,20,60·`70٪,20,0,113,322,399,383,14,21,60·`70٪,10,4,318,695,647,423,28,25
70·`80٪,24,46,340,626,743,434,98,48,70·`80٪,0,45,353,621,739,498,70,37,70·`80٪,7,37,279,521,838,367,71,34,70·`80٪,9,12,174,528,840,419,71,46,70·`80٪,11,0,230,519,839,381,83,33,70·`80٪,14,0,180,494,627,235,71,31,70·`80٪,14,0,98,413,627,288,24,21,70·`80٪,14,0,54,267,601,183,0,21,70·`80٪,14,0,54,264,181,179,0,22,70·`80٪,13,0,8,123,176,183,0,22,70·`80٪,13,0,83,338,422,457,44,45,70·`80٪,17,0,336,671,747,490,52,48
80·`90٪,25,14,320,642,681,572,77,19,80·`90٪,0,12,345,637,681,586,25,17,80·`90٪,6,10,185,495,734,327,51,6,80·`90٪,30,8,87,370,740,411,81,35,80·`90٪,30,0,250,502,740,261,82,35,80·`90٪,21,0,250,488,569,200,55,34,80·`90٪,13,0,121,435,569,188,33,10,80·`90٪,13,0,31,211,473,20,0,16,80·`90٪,8,0,32,299,167,4,0,20,80·`90٪,16,0,16,33,157,227,0,23,80·`90٪,32,0,53,355,487,375,75,23,80·`90٪,25,0,323,647,687,575,94,18
90·`100٪,29,0,49,564,548,339,56,15,90·`100٪,0,15,93,789,621,342,52,0,90·`100٪,0,14,92,287,627,288,52,0,90·`100٪,13,17,40,236,224,138,52,50,90·`100٪,13,0,247,485,513,142,26,50,90·`100٪,13,0,246,482,511,177,39,50,90·`100٪,0,0,247,487,511,176,43,30,90·`100٪,3,0,0,125,103,8,0,30,90·`100٪,13,0,0,0,0,0,0,27,90·`100٪,14,0,0,0,139,271,0,0,90·`100٪,22,0,52,443,552,293,69,22,90·`100٪,22,0,51,570,551,242,68,22
┴ﻛ┘B 2026/4,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,┴ﻛ┘B 2026/5,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,┴ﻛ┘B 2026/6,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,┴ﻛ┘B 2026/7,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,┴ﻛ┘B 2026/8,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,┴ﻛ┘B 2026/9,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,┴ﻛ┘B 2026/10,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,┴ﻛ┘B 2026/11,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,┴ﻛ┘B 2026/12,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,┴ﻛ┘B 2027/1,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,┴ﻛ┘B 2027/2,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ,┴ﻛ┘B 2027/3,0·`3└ﻼ,3·`6└ﻼ,6·`9└ﻼ,9·`12└ﻼ,12·`15└ﻼ,15·`18└ﻼ,18·`21└ﻼ,21·`24└ﻼ
0·`10٪,0,0,0,0,0,0,0,4,0·`10٪,0,0,0,0,0,0,0,4,0·`10٪,0,0,0,0,0,0,0,0,0·`10٪,0,0,0,0,0,0,0,0,0·`10٪,0,0,0,0,0,0,0,0,0·`10٪,0,0,0,0,0,0,0,0,0·`10٪,0,16,19,22,25,27,30,0,0·`10٪,0,17,19,22,25,27,30,0,0·`10٪,0,21,26,31,36,41,46,0,0·`10٪,0,35,42,49,56,63,71,0,0·`10٪,3,17,25,34,43,52,61,0,0·`10٪,0,0,0,0,0,0,0,4
10·`20٪,7,0,0,0,0,0,0,8,10·`20٪,2,0,0,0,0,0,0,7,10·`20٪,0,0,0,0,0,0,0,0,10·`20٪,0,0,0,0,0,0,0,0,10·`20٪,0,0,0,0,0,0,0,0,10·`20٪,0,0,0,0,0,0,0,0,10·`20٪,0,0,136,130,224,77,28,0,10·`20٪,0,0,148,167,185,77,0,0,10·`20٪,0,0,19,233,356,46,0,7,10·`20٪,0,0,66,197,328,234,0,0,10·`20٪,8,0,128,225,322,230,0,8,10·`20٪,7,0,0,0,0,0,0,8
20·`30٪,7,0,474,870,767,664,83,7,20·`30٪,0,0,418,865,731,597,79,10,20·`30٪,0,0,0,0,0,44,79,0,20·`30٪,0,0,0,0,0,0,43,10,20·`30٪,0,16,22,27,33,38,43,3,20·`30٪,0,23,45,45,44,44,43,0,20·`30٪,0,0,252,338,423,608,26,0,20·`30٪,0,0,276,311,346,608,0,0,20·`30٪,2,0,149,436,677,52,0,28,20·`30٪,0,0,91,346,601,405,0,3,20·`30٪,14,0,230,416,602,408,0,11,20·`30٪,13,0,499,520,641,738,0,7
30·`40٪,8,0,837,1958,2307,1407,184,7,30·`40٪,0,0,822,1890,2295,1401,180,13,30·`40٪,0,0,487,744,1028,1308,168,15,30·`40٪,0,0,76,270,464,658,139,1,30·`40٪,0,0,123,302,480,659,40,6,30·`40٪,0,0,369,1059,860,662,40,0,30·`40٪,0,0,798,2080,1782,677,24,0,30·`40٪,0,0,804,1923,1785,719,0,0,30·`40٪,8,0,279,638,998,58,0,23,30·`40٪,0,0,375,579,1013,759,0,10,30·`40٪,20,0,790,1646,977,759,0,6,30·`40٪,18,0,841,1965,2323,1297,0,6
40·`50٪,8,0,1154,2346,2203,1547,285,1,40·`50٪,0,0,1038,2111,2396,2041,280,25,40·`50٪,0,0,937,1533,1639,1780,256,12,40·`50٪,0,0,922,1543,1662,1540,235,5,40·`50٪,0,0,784,1679,1688,1098,29,9,40·`50٪,0,0,732,2312,1789,1236,35,0,40·`50٪,0,0,806,2300,1793,747,22,0,40·`50٪,0,0,802,2177,1769,829,0,0,40·`50٪,13,0,309,644,878,420,0,37,40·`50٪,26,0,413,644,758,873,0,35,40·`50٪,26,0,1032,1411,1115,1106,0,1,40·`50٪,26,0,1163,2348,2224,1379,6,1
50·`60٪,37,0,1701,2266,2099,1687,171,3,50·`60٪,0,0,1680,2138,2497,2681,445,36,50·`60٪,0,0,1376,2108,2566,2387,415,8,50·`60٪,0,0,1429,1926,2175,2422,326,10,50·`60٪,0,0,989,1881,1709,1537,18,12,50·`60٪,0,0,924,2319,1846,1810,29,0,50·`60٪,0,0,1523,2762,2783,1813,20,0,50·`60٪,0,0,850,2230,1871,892,0,31,50·`60٪,19,0,577,762,933,452,0,43,50·`60٪,11,0,451,815,667,676,0,42,50·`60٪,29,0,1275,1583,1217,990,0,42,50·`60٪,29,0,1714,2296,2125,1706,9,18
60·`70٪,0,0,1887,2358,2099,2012,92,34,60·`70٪,0,0,1881,2321,2706,2343,360,48,60·`70٪,0,0,1977,2299,2693,1642,358,4,60·`70٪,0,0,1936,2309,2688,1682,275,14,60·`70٪,0,0,1194,2329,1775,1646,19,15,60·`70٪,0,0,1116,2325,1790,1693,24,0,60·`70٪,0,0,1491,2101,2440,1806,0,0,60·`70٪,0,0,933,2283,1973,955,0,32,60·`70٪,24,0,452,1490,987,485,0,82,60·`70٪,20,0,319,860,576,480,0,82,60·`70٪,29,0,1601,1755,1320,962,0,82,60·`70٪,12,0,1883,2425,2139,2033,11,34
70·`80٪,0,0,2441,2450,2619,2031,124,8,70·`80٪,0,107,2496,2590,2684,2184,370,66,70·`80٪,0,107,2496,2485,2605,1590,371,21,70·`80٪,0,114,2241,3060,1948,1380,375,18,70·`80٪,0,0,1671,2776,1882,1347,89,18,70·`80٪,0,0,1663,2767,1882,1351,19,10,70·`80٪,7,0,1570,2096,2377,1938,0,0,70·`80٪,0,0,1016,2213,1957,1069,0,33,70·`80٪,29,0,328,1314,1043,226,0,51,70·`80٪,30,0,188,906,643,335,0,51,70·`80٪,30,0,1927,2335,1557,934,0,45,70·`80٪,16,0,2478,2555,2631,1734,0,8
80·`90٪,0,83,2689,4027,2970,2051,155,37,80·`90٪,0,67,2705,2764,2770,2271,477,90,80·`90٪,0,67,2589,2671,2712,1597,479,31,80·`90٪,0,0,1174,1584,1597,1039,482,36,80·`90٪,0,0,279,1554,2000,483,14,37,80·`90٪,0,0,1360,1688,2001,418,14,0,80·`90٪,14,0,1648,2090,2313,2070,0,0,80·`90٪,14,0,1717,2143,2057,579,0,35,80·`90٪,12,0,393,1139,1099,184,0,7,80·`90٪,24,0,291,1139,711,282,0,14,80·`90٪,24,0,2023,3877,2424,971,0,7,80·`90٪,25,0,2729,4067,2680,1701,0,37
90·`100٪,0,0,2649,4333,3322,2305,352,0,90·`100٪,0,0,2758,3354,2856,2358,339,0,90·`100٪,6,0,2682,3336,2820,2303,256,12,90·`100٪,0,0,107,992,314,176,92,0,90·`100٪,0,0,107,1260,563,198,82,0,90·`100٪,0,0,1058,1520,1008,0,0,0,90·`100٪,10,0,1242,1649,2056,240,0,36,90·`100٪,10,0,1238,1848,2158,155,0,36,90·`100٪,17,0,21,980,1408,142,0,22,90·`100٪,0,0,459,980,1408,416,0,31,90·`100٪,0,0,2119,4122,3504,1664,0,13,90·`100٪,0,0,2261,4348,3516,1667,0,13
